director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,keywords
Peter Cattaneo,Emma Stone,Bradley Cooper,Josh Gad,Comedy Music,the rocker,20 years later drummer hdtv rock band rock star
Vicky Jenson,J.K. Simmons,Zach Gilford,Bobby Coleman,Comedy Romance,post grad,graduation graduation speech title directed by female tv studio unemployment
Gus Van Sant,Matt Damon,Hal Holbrook,Terry Kinney,Drama,promised land,corporate greed corporation natural gas salesman small town
Woody Allen,Larry David,Michael McKean,Conleth Hill,Comedy Romance,whatever works,atheist limp quantum mechanics religion runaway
Mary Lambert,Matthew Settle,Susan Ward,A.J. Buckley,Drama Mystery Thriller,the in crowd,clique country club female protagonist lip gloss title directed by female
Tommy Lee Jones,Levon Helm,Dwight Yoakam,Guillermo Arriaga,Adventure Crime Drama Mystery Western,three burials,cemetery friend journey mexico promise
Peter Kassovitz,Robin Williams,Mark Margolis,Michael Jeter,Drama War,jakob the liar,german ghetto hope nazi radio
Shane Black,Robert Downey Jr.,Corbin Bernsen,Larry Miller,Comedy Crime Mystery,kiss kiss bang bang,actor detective sergeant hotel nightclub thief
Rodman Flender,Vivica A. Fox,Fred Willard,Elden Henson,Comedy Fantasy Horror Thriller,idle hands,breasts female frontal nudity nude woman murdered slow motion scene trailer home
David Lynch,Naomi Watts,Robert Forster,Laura Harring,Drama Mystery Thriller,mulholland drive,amnesia car accident female protagonist lesbian sex loss of memory
Katja von Garnier,Olivier Martinez,Agnes Bruckner,Chris Geere,Drama Fantasy Horror Romance,blood and chocolate,colorado love murder rocky mountains werewolf
Woody Allen,Anthony Hopkins,Naomi Watts,Ewen Bremner,Comedy Drama Romance,you will meet a tall dark stranger,call girl charlatan fortune teller manuscript writer
Mark Romanek,Andrew Garfield,Charlie Rowe,Charlotte Rampling,Drama Romance Sci-Fi,never let me go,boarding school childhood love love triangle organ donation
Brad Anderson,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,Crime Drama Mystery Thriller,transsiberian,35 mm digital camera drugs murder train travel
Michael Chapman,Curtis Armstrong,Pamela Reed,Mike Muscat,Adventure Drama Fantasy,the clan of the cave bear,cave bear cro magnon neanderthal survival tradition
Antonio Banderas,Meat Loaf,Elizabeth Perkins,Noah Emmerich,Comedy Crime Drama,crazy in alabama,abusive husband alabama boy dream sheriff
Michael Haneke,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,Crime Drama Horror Thriller,funny games,breaking the fourth wall looking at the camera remake serial killer violence
Khalil Sullins,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,Drama Sci-Fi Thriller,listening,divorce papers fainting mind control playground technology
Atom Egoyan,Bob Hoskins,Elaine Cassidy,Gerard McSorley,Drama Thriller,felicia's journey,caterer catering chef friend lawn mower
Fritz Lang,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,Drama Sci-Fi,metropolis,art deco bible quote dance silent film worker
Pierre Morel,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,Action Crime Thriller,district b13,bomb gang police sister undercover cop
Gary Fleder,Steve Buscemi,Bill Cobbs,Treat Williams,Crime Drama,things to do in denver when you're dead,death finger gun video message what happened to epilogue wheelchair
Hsiao-Hsien Hou,Qi Shu,Chen Chang,Satoshi Tsumabuki,Action Drama,the assassin,black magic china love refusal to kill wuxia
Gregor Jordan,Dean Stockwell,Scott Glenn,Leon,Comedy Crime Drama Thriller War,buffalo soldiers,berlin wall germany murder soldier specialist
Andrey Zvyagintsev,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,Drama Mystery Thriller,the return,boy photograph return russian wilderness
Tony Jaa,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,Action,ong-bak 2,cult film elephant jungle martial arts stylized violence
Neil Marshall,Michael Fassbender,JJ Feild,Dave Legeno,Action Adventure Drama History Thriller War,centurion,mushroom mute roman soldier screaming wood carving
Russell Mulcahy,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,Action Drama Thriller,silent trigger,assassin die hard scenario rangefinder soldier veteran
Ryûhei Kitamura,Bradley Cooper,Brooke Shields,Leslie Bibb,Fantasy Horror Mystery,the midnight meat train,butcher girlfriend mute character photographer subway
Darrell Roodt,Jennifer Hudson,Wendy Crewson,Aubrey Poo,Biography Drama History,winnie mandela,character name in title nelson mandela one word title reference to winnie mandela south africa
Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,Crime Drama Thriller,the son of no one,housing project letter man with glasses murder subjective camera
Stefan Ruzowitzky,Eddie Izzard,Udo Kier,Edward Fox,Action Comedy Drama War,all the queen's men,apostrophe in title behind enemy lines box office flop gay interest punctuation in title
Jake Paltrow,Stephen Graham,Gael Le Cornec,Keith Allen,Comedy Drama Fantasy Music Romance,the good night,commercial dream dreaming girl new york city
Juraj Jakubisko,Anna Friel,Hans Matheson,Franco Nero,Biography Drama Fantasy History,bathory: countess of blood,bathory countess female protagonist legend virgin blood
Anthony Silverston,Liam Neeson,Steve Buscemi,Loretta Devine,Adventure Animation Family,khumba,herd ostrich waterhole wildebeest zebra
Gabe Ibáñez,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,Action Sci-Fi Thriller,automata,child hitman dystopia future robot self repair
Gerry Lively,Bruce Payne,Lucy Gaskell,Steven Elder,Action Adventure Fantasy,dungeons & dragons: wrath of the dragon god,combat helmet martial arts medieval times violence
Tung-Shing Yee,Bingbing Fan,Daniel Wu,Yasuaki Kurata,Action Crime Drama Thriller,shinjuku incident,chinese gang gratitude immigrant japan
Julien Temple,Samantha Morton,Dexter Fletcher,Linus Roache,Biography Drama,pandaemonium,betrayal french revolution friendship poet revolution
Harold Ramis,Bill Murray,Chris Elliott,Willie Garson,Comedy Fantasy Romance,groundhog day,cult film existentialism groundhog day time loop trapped in a time loop
Gregory Jacobs,Matt Bomer,Channing Tatum,Kevin Nash,Comedy Drama Music,magic mike xxl,male bonding male friendship male objectification muscular stripper
Baz Luhrmann,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,Drama Romance,romeo + juliet,hawaiian shirt love shakespeare adaptation shakespeare play star crossed lovers
Gilles Paquet-Brenner,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,Drama War,sarah's key,apartment escape jewish family journalist key
Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,Drama Family Music,freedom,19th century christian film hymn religion slave
Clint Eastwood,Clint Eastwood,Morgan Freeman,Frances Fisher,Drama Western,unforgiven,englishman leaving flowers on a grave one last job reputation visiting wife's grave
Lars von Trier,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,Drama,manderlay,cotton female frontal nudity flogging gangster slavery
Danny Boyle,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,Drama Romance,slumdog millionaire,cheating falling from height murder non professional cast slum
Adrian Lyne,Fred Gwynne,Lois Smith,Anne Archer,Drama Romance Thriller,fatal attraction,borderline personality disorder killing a pet madame butterfly new york new york city
Garry Marshall,Julia Roberts,Hector Elizondo,Jason Alexander,Comedy Romance,pretty woman,businessman falling in love with a prostitute hotel prostitute rich man poor woman
John Cornell,Paul Hogan,Linda Kozlowski,John Meillon,Action Adventure Comedy,crocodile dundee ii,australia australian crime boss crocodile gangster
Oliver Stone,Tom Cruise,Tom Berenger,Stephen Baldwin,Biography Drama War,born on the fourth of july,desert drunkenness religious mother strict mother vietnam war
Jon Turteltaub,Doug E. Doug,Leon,Malik Yoba,Adventure Comedy Family Sport,cool runnings,bobsled coach jamaica olympic games olympics
Patrick Lussier,Jensen Ackles,Jaime King,Edi Gathegi,Horror Thriller,my bloody valentine,coma death miner valentine valentine's day
Ole Bornedal,Kyra Sedgwick,Madison Davenport,Natasha Calis,Horror Thriller,the possession,basketball coach box jewish rabbi yard sale
Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Chris Mulkey,Action Adventure Drama,first blood,1980s colonel deputy rambo sheriff
Sylvain White,Chris Brown,Laz Alonso,Harry Lennix,Drama Music Romance,stomp the yard,atlanta georgia competition dancer death fraternity
Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,Action Adventure Sci-Fi Thriller,the spy who loved me,1970s cult film official james bond series submarine world war three
Jamie Blanks,Alicia Witt,Loretta Devine,Julian Richings,Horror Mystery Thriller,urban legend,campus death friend professor urban legend
Stephen Frears,Keanu Reeves,Peter Capaldi,Swoosie Kurtz,Drama Romance,dangerous liaisons,catholic corruption emotional abuse france seduction
Tyler Perry,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,Comedy Drama Romance,good deeds,businessman fight mean brother narrated by character wordplay in title
Randal Kleiser,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,Adventure Drama,white fang,alaska dog friendship gold yukon
Bruce McCulloch,Will Ferrell,Elaine Hendrix,Molly Shannon,Comedy Romance,superstar,dancing orphan school special education student
Phyllida Lloyd,Meryl Streep,Jim Broadbent,Olivia Colman,Biography Drama History,the iron lady,british prime minister female prime minister politics prime minister told in flashback
Mike Nawrocki,Phil Vischer,Mike Nawrocki,Shelby Vischer,Adventure Animation Comedy Drama Family Musical,jonah: a veggietales movie,anthropomorphism pirate pirate ship tomato whale
John Singleton,Janet Jackson,Khandi Alexander,Maya Angelou,Drama Romance,poetic justice,african american mail carrier poetry postal worker south central los angeles
Kevin Bray,Mike Epps,Roger Guenveur Smith,Gino Salvano,Action Comedy Crime Thriller,all about the benjamins,black comedy bounty hunter diamond machismo money
Wes Craven,John Witherspoon,W. Earl Brown,Allen Payne,Comedy Fantasy Horror Romance,vampire in brooklyn,blood destiny nightmare partner vampire
John Boorman,Linda Blair,Richard Burton,Ned Beatty,Horror,exorcist ii: the heretic,demon exorcism locust priest repressed memory
Courtney Solomon,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,Horror Mystery Thriller,an american haunting,flashback lifting someone into the air paranormal phenomena voice over letter year 1818
David Zucker,Carmen Electra,Tyler Labine,Molly Shannon,Comedy Romance,my boss's daughter,boss' daughter crush house sitter housesitting love interest
David Twohy,Chris Hemsworth,Milla Jovovich,Marley Shelton,Adventure Mystery Thriller,a perfect getaway,cliff hawaii island newlywed waterfall
Rick Famuyiwa,America Ferrera,Lance Gross,Lupe Ontiveros,Comedy Romance,our family wedding,california love marriage wedding wedding dress
Alan Cohn,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,Comedy,dead man on campus,college college roommate party roommate student
Franco Zeffirelli,Lily Tomlin,Joan Plowright,Paolo Seganti,Comedy Drama War,tea with mussolini,ambassador american art english italy
Tom Holland,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,Fantasy Horror,thinner,death doctor gypsy judge lawyer
Martin Scorsese,Robert De Niro,Liza Minnelli,Mary Kay Place,Drama Music Musical Romance,"new york, new york",love musician saxophonist singer songwriter
Spike Lee,Alfre Woodard,Delroy Lindo,Isaiah Washington,Comedy Drama,crooklyn,argument birthday bully coming of age semi autobiographical
Chris Rock,Steve Buscemi,Eliza Coupe,Wendell Pierce,Comedy Drama Romance,i think i love my wife,banker investment investment banker marriage sex
James Isaac,Peter Mensah,Kane Hodder,Lexa Doig,Action Horror Sci-Fi Thriller,jason x,jason voorhees lake machete scientist slasher
Shawn Levy,Frankie Muniz,Donald Faison,Lee Majors,Adventure Comedy Family,big fat liar,brunette film producer liar prank stunt
Emilio Estevez,Anthony Hopkins,Nick Cannon,Brian Geraghty,Drama History,bobby,campaign chess friend hotel senator
Mark Waters,Monica Potter,Ivana Milicevic,China Chow,Comedy Mystery Romance,head over heels,apartment fast motion scene model private investigation suspected murder
Josh Schwartz,Thomas McDonell,Jackson Nicoll,Osric Chau,Adventure Comedy,fun size,adult humor best friend friend halloween teenage girl
Julian Schnabel,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,Biography Drama,the diving bell and the butterfly,arc de triomphe paris based on autobiography coma elle magazine male frontal nudity
Todd Field,Kate Winslet,Noah Emmerich,Jane Adams,Drama Romance,little children,adulterous wife bar dysfunctional marriage sex offender suburb
Davis Guggenheim,Norman Reedus,Sharon Lawrence,Noam Jenkins,Drama Mystery Thriller,gossip,college college campus gossip rape sex
Tony Goldwyn,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,Drama,a walk on the moon,adulterous wife cheating wife summer unfaithfulness woodstock
Phillip Noyce,Derek Luke,Terry Pheto,Bonnie Henna,Biography Drama History,catch a fire,attack coach colonel jail oil refinery
Stephen Carpenter,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,Drama Horror Mystery Thriller,soul survivors,car accident college ghost girl in panties white panties
James Ivory,Seth Gilliam,Todd Boyce,Nigel Whitmey,Biography Drama History Romance,jefferson in paris,18th century ambassador french revolution friendship thomas jefferson
Stephan Elliott,Colin Firth,Kristin Scott Thomas,Kris Marshall,Comedy Romance,easy virtue,estate female frontal nudity female nudity no panties unhappy marriage
James Fargo,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,Action Adventure History,caravans,afghanistan caravan rebel russian tribe
Mike Leigh,Lesley Manville,Ruth Sheen,Karl Johnson,Biography Drama History,mr. turner,prism rented room scrofula sketching sunrise
Alain Resnais,Mathieu Amalric,Sara Forestier,Edouard Baer,Drama Romance,wild grass,dentist letter pilot skateboard wallet
Costa-Gavras,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,Biography Crime Drama War,amen.,jesuit jew pope priest ss
Chao-Bin Su,Woo-sung Jung,Shawn Yue,Kelly Lin,Action,reign of assassins,martial arts sword fight wuxia
Neil Burger,John Heard,Katherine LaNasa,Mark L. Young,Comedy Drama War,the lucky ones,college tuition guitar road trip soldier stranded
Kenneth Lonergan,Matt Damon,Kieran Culkin,John Gallagher Jr.,Drama,margaret,accident bus loss of virginity new york city virginity
Bo Zenga,Steve Howey,Kenan Thompson,Diora Baird,Comedy Horror,stan helsing,dollar bill double entendre escaped convict halloween striptease
Rob Reiner,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,Comedy Drama Romance,flipped,apology falling in love multiple perspectives narrated by a girl younger version of character
Ang Lee,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,Drama Romance,brokeback mountain,gay relationship homosexuality mountain ranch rodeo
Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles,18 wheeler mutant ninja sewer turtle
Amy Heckerling,Donald Faison,Dan Hedaya,Elisa Donovan,Comedy Romance,clueless,female protagonist high school makeover matchmaker popularity
Todd Haynes,Dennis Quaid,Celia Weston,Michael Gaston,Drama Romance,far from heaven,african american catastrophe family relationships farewell scene therapy
Steve Pink,Adam Scott,Gillian Jacobs,Collette Wolfe,Comedy Sci-Fi,hot tub time machine 2,acid trip gameshow hot tub time lord time machine
