director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,keywords,comb
Tyler Perry,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,Comedy Drama,i can do bad all by myself,aunt immigrant looting love nightclub singer,Eric Mendenhall Mary J. Blige Hope Olaide Wilson Tyler Perry Comedy Drama aunt immigrant looting love nightclub singer
Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,Comedy Drama Romance,the switch,artificial insemination best friend new york city sperm sperm donor,Caroline Dhavernas Scott Elrod Kelli Barrett Josh Gordon Comedy Drama Romance artificial insemination best friend new york city sperm sperm donor
Shawn Levy,Taran Killam,David Agranov,David Moscow,Comedy Romance,just married,fall honeymoon love marriage newlywed,Taran Killam David Agranov David Moscow Shawn Levy Comedy Romance fall honeymoon love marriage newlywed
Lee Tamahori,Mem Ferda,Dominic Cooper,Ludivine Sagnier,Biography Drama Thriller,the devil's double,betrayal debauchery lust palace saddam hussein,Mem Ferda Dominic Cooper Ludivine Sagnier Lee Tamahori Biography Drama Thriller betrayal debauchery lust palace saddam hussein
Britt Allcroft,Mara Wilson,Colm Feore,Peter Fonda,Adventure Comedy Drama Family Fantasy,thomas and the magic railroad,locomotive magic mountain railroad steam locomotive,Mara Wilson Colm Feore Peter Fonda Britt Allcroft Adventure Comedy Drama Family Fantasy locomotive magic mountain railroad steam locomotive
Breck Eisner,Radha Mitchell,Glenn Morshower,John Aylward,Horror Thriller,the crazies,deputy iowa rural setting sheriff survival,Radha Mitchell Glenn Morshower John Aylward Breck Eisner Horror Thriller deputy iowa rural setting sheriff survival
Hayao Miyazaki,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,Adventure Animation Family Fantasy,spirited away,anime bathhouse pig spirit work,Bunta Sugawara Ryûnosuke Kamiki Miyu Irino Hayao Miyazaki Adventure Animation Family Fantasy anime bathhouse pig spirit work
Alan Yuen,Andy Lau,Michael Wong,Terence Yin,Action Crime Thriller,firestorm,die hard scenario gunfight hong kong police police escort attacked shootout,Andy Lau Michael Wong Terence Yin Alan Yuen Action Crime Thriller die hard scenario gunfight hong kong police police escort attacked shootout
Roger Donaldson,Liam Neeson,Anthony Hopkins,Laurence Olivier,Action Adventure Drama History Romance,the bounty,lieutenant lifeboat mutiny sailing ship ship,Liam Neeson Anthony Hopkins Laurence Olivier Roger Donaldson Action Adventure Drama History Romance lieutenant lifeboat mutiny sailing ship ship
Brian Percival,Emily Watson,Sophie Nélisse,Roger Allam,Drama War,the book thief,basement book girl library track,Emily Watson Sophie Nélisse Roger Allam Brian Percival Drama War basement book girl library track
Sean Anders,Katrina Bowden,Michael Cudlitz,Alice Greczyn,Adventure Comedy Romance,sex drive,amish friend friendship high school virgin,Katrina Bowden Michael Cudlitz Alice Greczyn Sean Anders Adventure Comedy Romance amish friend friendship high school virgin
Anand Tucker,Adam Scott,Kaitlin Olson,Dominique McElligott,Comedy Romance,leap year,ireland irish journey tradition travel,Adam Scott Kaitlin Olson Dominique McElligott Anand Tucker Comedy Romance ireland irish journey tradition travel
Anthony Mann,James Mason,Mel Ferrer,Stephen Boyd,Drama History War,the fall of the roman empire,2nd century emperor european history loosely based on historical events roman empire,James Mason Mel Ferrer Stephen Boyd Anthony Mann Drama History War 2nd century emperor european history loosely based on historical events roman empire
Michael Dowse,Topher Grace,Michael Biehn,Dan Fogler,Comedy Drama Romance,take me home tonight,friend night party sex scene sister,Topher Grace Michael Biehn Dan Fogler Michael Dowse Comedy Drama Romance friend night party sex scene sister
Daniel Barnz,Holly Hunter,Rosie Perez,Dante Brown,Drama,won't back down,children inner city parent school teacher,Holly Hunter Rosie Perez Dante Brown Daniel Barnz Drama children inner city parent school teacher
Emile Ardolino,Darci Kistler,Kyra Nichols,Margaret Tracey,Family Fantasy Music,the nutcracker,christmas lifting female in air lifting male in air lifting someone into the air little girl,Darci Kistler Kyra Nichols Margaret Tracey Emile Ardolino Family Fantasy Music christmas lifting female in air lifting male in air lifting someone into the air little girl
Robert Altman,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,Crime Drama Music Thriller,kansas city,1930s election female frontal nudity kansas city politician,Steve Buscemi Jennifer Jason Leigh Miranda Richardson Robert Altman Crime Drama Music Thriller 1930s election female frontal nudity kansas city politician
James Schamus,Logan Lerman,Sarah Gadon,Tracy Letts,Drama,indignation,based on novel,Logan Lerman Sarah Gadon Tracy Letts James Schamus Drama based on novel
Andrew Douglas,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,Drama Horror Mystery Thriller,the amityville horror,ghost haunted house murder nightmare priest,Jimmy Bennett Chloë Grace Moretz Ryan Reynolds Andrew Douglas Drama Horror Mystery Thriller ghost haunted house murder nightmare priest
Spike Jonze,Nicolas Cage,Meryl Streep,Roger Willie,Comedy Drama,adaptation.,book orchid screenwriter thief twin,Nicolas Cage Meryl Streep Roger Willie Spike Jonze Comedy Drama book orchid screenwriter thief twin
George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,Horror,land of the dead,apocalypse mercenary skyscraper urban setting zombie apocalypse,Tony Nappo Shawn Roberts Pedro Miguel Arce George A. Romero Horror apocalypse mercenary skyscraper urban setting zombie apocalypse
Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin,Adventure Comedy Drama,fear and loathing in las vegas,american dream convertible drugs journalist lawyer,Johnny Depp Michael Jeter Ellen Barkin Terry Gilliam Adventure Comedy Drama american dream convertible drugs journalist lawyer
Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr,Comedy Fantasy Romance,the invention of lying,genetics heaven lie screenwriter truth,Jennifer Garner Tina Fey Martin Starr Ricky Gervais Comedy Fantasy Romance genetics heaven lie screenwriter truth
Nicholas Stoller,Craig Roberts,Carla Gallo,Ike Barinholtz,Comedy,neighbors,broken leg friendship jewish topless female nudity urination,Craig Roberts Carla Gallo Ike Barinholtz Nicholas Stoller Comedy broken leg friendship jewish topless female nudity urination
Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,Action Comedy Crime Fantasy,the mask,bank bank clerk gangster loki mask,Peter Greene Amy Yasbeck Reg E. Cathey Chuck Russell Action Comedy Crime Fantasy bank bank clerk gangster loki mask
Penny Marshall,Tom Hanks,Jon Lovitz,John Heard,Comedy Drama Family Fantasy Romance,big,friend job new york city toy wish,Tom Hanks Jon Lovitz John Heard Penny Marshall Comedy Drama Family Fantasy Romance friend job new york city toy wish
Larry Charles,Luenell,Ken Davitian,Chester,Comedy,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,california city kazakhstan travel tv reporter,Luenell Ken Davitian Chester Larry Charles Comedy california city kazakhstan travel tv reporter
Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach,Comedy Romance,legally blonde,blonde harvard law law school sorority,Linda Cardellini Raquel Welch Alanna Ubach Robert Luketic Comedy Romance blonde harvard law law school sorority
Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Action Adventure Sci-Fi,star trek iii: the search for spock,dying planet planet regaining one's memory sacrifice stabbed to death,Leonard Nimoy Nichelle Nichols Walter Koenig Leonard Nimoy Action Adventure Sci-Fi dying planet planet regaining one's memory sacrifice stabbed to death
Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,Drama Horror Thriller,the exorcism of emily rose,death demonic possession exorcism lawyer priest,Tom Wilkinson Colm Feore JR Bourne Scott Derrickson Drama Horror Thriller death demonic possession exorcism lawyer priest
Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,Comedy Romance,deuce bigalow: male gigolo,aquarium fish fish tank gigolo norwegian,Amy Poehler Eddie Griffin Bree Turner Mike Mitchell Comedy Romance aquarium fish fish tank gigolo norwegian
Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,Comedy Drama Romance,the family stone,christmas cruelty ring secret tension,Craig T. Nelson Paul Schneider Tyrone Giordano Thomas Bezucha Comedy Drama Romance christmas cruelty ring secret tension
Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,Comedy Drama,barbershop 2: back in business,barbecue barbershop blaxploitation marriage politics,Harry Lennix Sean Patrick Thomas Kenan Thompson Kevin Rodney Sullivan Comedy Drama barbecue barbershop blaxploitation marriage politics
Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein,Comedy Crime Drama,bad santa,bartender christmas christmas eve department store drink,Bernie Mac Tony Cox Alex Borstein Terry Zwigoff Comedy Crime Drama bartender christmas christmas eve department store drink
Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,Comedy Crime,austin powers: international man of mystery,cartoon on tv reference to frankenstein reference to jimi hendrix scene during end credits surrealism,Will Ferrell Charles Napier Robert Wagner Jay Roach Comedy Crime cartoon on tv reference to frankenstein reference to jimi hendrix scene during end credits surrealism
Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,Comedy Family Romance,my big fat greek wedding 2,family restaurant greek remarriage suburb wedding,Nia Vardalos Louis Mandylor Joey Fatone Kirk Jones Comedy Family Romance family restaurant greek remarriage suburb wedding
David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,Comedy Family,diary of a wimpy kid: rodrick rules,brother middle school no opening credits photograph school,Zachary Gordon Rachael Harris Fran Kranz David Bowers Comedy Family brother middle school no opening credits photograph school
John McTiernan,Shane Black,Bill Duke,Carl Weathers,Action Horror Sci-Fi,predator,box office hit commando death of friend jungle severed arm,Shane Black Bill Duke Carl Weathers John McTiernan Action Horror Sci-Fi box office hit commando death of friend jungle severed arm
Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,Biography Drama History Music,amadeus,1800s classical composer composer first person narration opera,Jeffrey Jones F. Murray Abraham Tom Hulce Milos Forman Biography Drama History Music 1800s classical composer composer first person narration opera
Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,Horror Mystery,prom night,friend hotel killer murder prom,Ming-Na Wen Scott Porter Collins Pennie Nelson McCormick Horror Mystery friend hotel killer murder prom
Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,Comedy,mean girls,bully clique high school high school girl secret,Tina Fey Amy Poehler Neil Flynn Mark Waters Comedy bully clique high school high school girl secret
Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,Comedy Drama Romance,under the tuscan sun,author book vacation villa writer,Raoul Bova Lindsay Duncan Mario Monicelli Audrey Wells Comedy Drama Romance author book vacation villa writer
Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,Drama Mystery,gosford park,country house murder producer servant shooting party,Kristin Scott Thomas Bob Balaban Tom Hollander Robert Altman Drama Mystery country house murder producer servant shooting party
Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen,Comedy Drama Fantasy Romance,peggy sue got married,alternate history alternate timeline divorce high school reunion,Nicolas Cage Kathleen Turner Joan Allen Francis Ford Coppola Comedy Drama Fantasy Romance alternate history alternate timeline divorce high school reunion
Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Merritt Wever,Comedy Drama Romance,birdman or (the unexpected virtue of ignorance),actor artist broadway play replacement stage,Emma Stone Naomi Watts Merritt Wever Alejandro G. Iñárritu Comedy Drama Romance actor artist broadway play replacement stage
Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,Drama,blue jasmine,congenital liar mental breakdown self deception snob talking to oneself,Sally Hawkins Charlie Tahan Andrew Dice Clay Woody Allen Drama congenital liar mental breakdown self deception snob talking to oneself
Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,Drama History Thriller,united 93,flight passenger plane september 11 2001 terrorist,Christian Clemenson David Alan Basche Susan Blommaert Paul Greengrass Drama History Thriller flight passenger plane september 11 2001 terrorist
Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller,Drama Music Romance,honey,choreographer dance dancer dancing hip hop,Christian Monzon Mekhi Phifer Romeo Miller Bille Woodruff Drama Music Romance choreographer dance dancer dancing hip hop
Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,Drama History War,glory,army black soldier military uniform prejudice u.s. civil war,Denzel Washington Morgan Freeman Matthew Broderick Edward Zwick Drama History War army black soldier military uniform prejudice u.s. civil war
Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,Action Comedy,spy hard,1990s dentist hit with a door martial arts museum,Hulk Hogan Barry Bostwick Nicollette Sheridan Rick Friedberg Action Comedy 1990s dentist hit with a door martial arts museum
Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson,Biography Drama Family Sport,soul surfer,christian christian film shark surfer surfing,Dennis Quaid Chris Brochu Craig T. Nelson Sean McNamara Biography Drama Family Sport christian christian film shark surfer surfing
Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,Comedy Drama War,catch-22,catch 22 friend insanity kneed in the groin military,Bob Newhart Bob Balaban Martin Balsam Mike Nichols Comedy Drama War catch 22 friend insanity kneed in the groin military
Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,Comedy Crime Drama,observe and report,male pubic hair mall police detective pubic hair security guard,Collette Wolfe Celia Weston Dan Bakkedahl Jody Hill Comedy Crime Drama male pubic hair mall police detective pubic hair security guard
Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,Action Adventure Fantasy,conan the destroyer,gods princess queen rescue wizard,Mako Olivia d'Abo Grace Jones Richard Fleischer Action Adventure Fantasy gods princess queen rescue wizard
Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,Biography Drama Sport,raging bull,boxing domestic violence hot temper jealousy rage,Robert De Niro Cathy Moriarty Frank Vincent Martin Scorsese Biography Drama Sport boxing domestic violence hot temper jealousy rage
